Date,Open,High,Low,Close,Adj Close,Volume
2013-09-18,10.800000190734863,12.373332977294922,10.634666442871094,11.263999938964844,9.109869003295898,145836577
2013-09-23,11.173333168029785,12.38933277130127,10.845333099365234,12.319999694824219,9.963918685913086,119443522
2013-09-24,12.13066577911377,12.306666374206543,11.84000015258789,11.895999908447266,9.621004104614258,75016927
2013-09-25,11.736000061035156,12.570666313171387,11.733332633972168,12.013333320617676,9.715899467468262,64369260
2013-09-26,11.906665802001953,12.01866626739502,11.319999694824219,11.466666221618652,9.27377700805664,55053003
2013-09-27,11.466666221618652,11.813332557678223,11.378665924072266,11.466666221618652,9.27377700805664,32105493
2013-09-30,11.46399974822998,11.680000305175781,11.43466567993164,11.53066635131836,9.325538635253906,28756020
2013-10-08,11.466666221618652,12.055999755859375,11.4399995803833,11.997332572937012,9.702958106994629,41673663
2013-10-09,11.906665802001953,12.144000053405762,11.733332633972168,11.914666175842285,9.636100769042969,31145317
2013-10-10,11.866665840148926,12.362666130065918,11.770666122436523,12.189332962036133,9.858241081237793,58596228
2013-10-11,12.266666412353516,12.279999732971191,12.066665649414062,12.141332626342773,9.81942081451416,29886622
2013-10-14,12.138666152954102,12.354665756225586,11.893333435058594,12.266666412353516,9.920783996582031,36175443
2013-10-15,12.266666412353516,12.266666412353516,11.960000038146973,12.039999961853027,9.737465858459473,34657455
2013-10-16,11.935999870300293,12.234665870666504,11.653332710266113,11.911999702453613,9.633943557739258,33443857
2013-10-17,11.914666175842285,12.026665687561035,11.791999816894531,11.895999908447266,9.621004104614258,20822508
2013-10-18,11.871999740600586,12.479999542236328,11.813332557678223,12.269332885742188,9.922942161560059,39078708
2013-10-21,12.319999694824219,12.826665878295898,12.1813325881958,12.760000228881836,10.319772720336914,50872005
2013-10-22,12.640000343322754,12.882665634155273,12.501333236694336,12.645333290100098,10.227035522460938,30805278
2013-10-23,12.658665657043457,12.914666175842285,12.239999771118164,12.290665626525879,9.940195083618164,32733862
2013-10-24,12.266666412353516,13.226666450500488,12.223999977111816,12.666666030883789,10.24428939819336,45819191
2013-10-25,12.64799976348877,13.026665687561035,12.562665939331055,12.720000267028809,10.287424087524414,38376097
2013-10-28,12.791999816894531,13.199999809265137,12.666666030883789,13.192000389099121,10.669158935546875,39175278
2013-10-29,13.09333324432373,13.248000144958496,12.802665710449219,13.04800033569336,10.552695274353027,36197070
2013-10-30,13.06933307647705,13.509332656860352,12.973333358764648,13.378665924072266,10.820124626159668,45481965
2013-10-31,13.514665603637695,13.546666145324707,12.781332969665527,12.906665802001953,10.438390731811523,37774830
2013-11-01,12.744000434875488,13.010665893554688,12.621333122253418,12.736000061035156,10.300362586975098,27021438
2013-11-04,12.69333267211914,12.933333396911621,12.69333267211914,12.797332763671875,10.349966049194336,18608302
2013-11-05,12.67199993133545,12.909333229064941,12.554665565490723,12.850666046142578,10.393099784851074,20531606
2013-11-06,12.794666290283203,12.861332893371582,12.32266616821289,12.466666221618652,10.082536697387695,22594241
2013-11-07,12.405332565307617,12.514665603637695,12.0426664352417,12.325332641601562,9.968231201171875,23271288
2013-11-08,12.213333129882812,12.319999694824219,12.088000297546387,12.175999641418457,9.847456932067871,12529248
2013-11-11,12.184000015258789,12.266666412353516,11.895999908447266,12.208000183105469,9.873337745666504,13428708
2013-11-12,12.234665870666504,12.538665771484375,12.133333206176758,12.359999656677246,9.996270179748535,24273723
2013-11-13,12.22933292388916,12.357333183288574,12.133333206176758,12.133333206176758,9.81295108795166,11431533
2013-11-14,12.146665573120117,12.35200023651123,11.911999702453613,12.266666412353516,9.920783996582031,20385026
2013-11-15,12.232000350952148,12.549332618713379,12.162666320800781,12.319999694824219,9.963918685913086,24080703
2013-11-18,12.359999656677246,12.554665565490723,12.293333053588867,12.503999710083008,10.112730979919434,18686403
2013-11-19,12.501333236694336,12.666666030883789,12.402666091918945,12.525333404541016,10.129984855651855,19935652
2013-11-20,12.661333084106445,12.661333084106445,12.37600040435791,12.447999954223633,10.067440032958984,15647523
2013-11-21,12.453332901000977,12.453332901000977,12.013333320617676,12.189332962036133,9.858241081237793,24760890
2013-11-22,12.226666450500488,12.493332862854004,12.175999641418457,12.421333312988281,10.045872688293457,16608236
2013-11-25,12.221332550048828,12.349332809448242,12.15466594696045,12.255999565124512,9.912158012390137,23700945
2013-11-26,12.242666244506836,12.586666107177734,12.186665534973145,12.583999633789062,10.177431106567383,29468643
2013-11-27,12.586666107177734,12.610666275024414,12.333333015441895,12.423999786376953,10.048029899597168,20315223
2013-11-28,12.426666259765625,12.791999816894531,12.426666259765625,12.711999893188477,10.280953407287598,27142477
2013-11-29,12.67199993133545,12.800000190734863,12.607999801635742,12.776000022888184,10.332715034484863,19222293
2013-12-02,12.538665771484375,12.583999633789062,12.274665832519531,12.3013334274292,9.948822021484375,24425160
2013-12-03,12.266666412353516,12.557332992553711,12.266666412353516,12.538665771484375,10.140766143798828,21025503
2013-12-04,12.533332824707031,12.906665802001953,12.479999542236328,12.784000396728516,10.339183807373047,21472522
2013-12-05,12.815999984741211,13.034666061401367,12.770666122436523,12.944000244140625,10.468585014343262,20526532
2013-12-06,12.957332611083984,12.968000411987305,12.727999687194824,12.906665802001953,10.438390731811523,14416248
2013-12-09,12.920000076293945,13.058666229248047,12.786665916442871,12.930665969848633,10.45780086517334,17653758
2013-12-10,13.013333320617676,13.45866584777832,13.013333320617676,13.248000144958496,10.714448928833008,40552091
2013-12-11,13.186665534973145,13.333333015441895,12.757332801818848,12.90133285522461,10.434077262878418,23607168
2013-12-12,12.853333473205566,13.197333335876465,12.714666366577148,13.149333000183105,10.634649276733398,17131792
2013-12-13,12.935999870300293,13.573332786560059,12.911999702453613,13.373332977294922,10.815813064575195,41203008
2013-12-16,13.370665550231934,13.733332633972168,13.279999732971191,13.309332847595215,10.76405143737793,35915482
2013-12-17,13.32266616821289,13.359999656677246,13.045332908630371,13.066665649414062,10.567792892456055,24021768
2013-12-18,13.061332702636719,13.466666221618652,12.933333396911621,13.46399974822998,10.889140129089355,24022976
2013-12-19,13.533332824707031,13.701333045959473,13.303999900817871,13.303999900817871,10.759737014770508,23799022
2013-12-20,13.226666450500488,13.866665840148926,13.175999641418457,13.807999610900879,11.167352676391602,76380866
2013-12-23,13.653332710266113,13.786665916442871,13.336000442504883,13.426666259765625,10.858945846557617,26452938
2013-12-24,13.546666145324707,13.645333290100098,13.272000312805176,13.549332618713379,10.958154678344727,24659898
2013-12-25,13.600000381469727,13.631999969482422,13.370665550231934,13.4399995803833,10.869730949401855,15984082
2013-12-26,13.37600040435791,13.386666297912598,12.687999725341797,12.920000076293945,10.449174880981445,39716013
2013-12-27,12.800000190734863,13.41333293914795,12.751999855041504,13.274665832519531,10.736014366149902,27947298
2013-12-30,13.274665832519531,13.477333068847656,13.175999641418457,13.199999809265137,10.675627708435059,16425112
2013-12-31,13.175999641418457,13.359999656677246,12.869333267211914,13.333333015441895,10.783462524414062,22447290
2014-01-02,13.173333168029785,13.285332679748535,12.960000038146973,13.045332908630371,10.550539016723633,14798587
2014-01-03,12.906665802001953,13.013333320617676,12.562665939331055,12.818666458129883,10.367218971252441,28442163
2014-01-06,12.767999649047852,12.794666290283203,12.362666130065918,12.429332733154297,10.052343368530273,22472133
2014-01-07,12.319999694824219,12.58133316040039,12.319999694824219,12.38933277130127,10.01999282836914,12903506
2014-01-08,12.38933277130127,12.38933277130127,12.38933277130127,12.38933277130127,10.01999282836914,0
2014-01-09,12.38933277130127,12.38933277130127,12.38933277130127,12.38933277130127,10.01999282836914,0
2014-01-10,12.38933277130127,12.38933277130127,12.38933277130127,12.38933277130127,10.01999282836914,0
2014-01-13,12.266666412353516,12.933333396911621,12.213333129882812,12.399999618530273,10.028619766235352,27730117
2014-01-14,12.399999618530273,12.815999984741211,12.354665756225586,12.802665710449219,10.354278564453125,18793248
2014-01-15,12.720000267028809,13.079999923706055,12.669333457946777,12.906665802001953,10.438390731811523,16150485
2014-01-16,12.904000282287598,13.077333450317383,12.749333381652832,12.885333061218262,10.421137809753418,15919192
2014-01-17,12.813332557678223,12.885333061218262,12.445332527160645,12.50666618347168,10.114886283874512,15071306
2014-01-20,12.503999710083008,12.757332801818848,12.402666091918945,12.669333457946777,10.246445655822754,14313048
2014-01-21,12.666666030883789,12.746665954589844,12.474665641784668,12.533332824707031,10.136453628540039,16258200
2014-01-22,12.546666145324707,12.791999816894531,12.493332862854004,12.736000061035156,10.300362586975098,16192005
2014-01-23,12.727999687194824,13.101332664489746,12.61866569519043,12.90133285522461,10.434077262878418,20625277
2014-01-24,12.90133285522461,13.13599967956543,12.746665954589844,12.962665557861328,10.483680725097656,18887482
2014-01-27,12.882665634155273,12.893333435058594,12.573332786560059,12.629332542419434,10.214094161987305,20333587
2014-01-28,12.754666328430176,12.874666213989258,12.613332748413086,12.776000022888184,10.332715034484863,13908720
2014-01-29,12.866665840148926,12.898666381835938,12.666666030883789,12.744000434875488,10.306833267211914,15025976
2014-01-30,12.767999649047852,12.773332595825195,12.402666091918945,12.496000289916992,10.106260299682617,20458440
2014-02-07,12.37600040435791,12.37600040435791,11.973333358764648,12.189332962036133,9.858241081237793,34624725
2014-02-10,12.184000015258789,12.533332824707031,12.10666561126709,12.41333293914795,10.039403915405273,26467800
2014-02-11,12.405332565307617,12.405332565307617,12.133333206176758,12.25333309173584,9.910001754760742,24967548
2014-02-12,12.266666412353516,12.583999633789062,12.175999641418457,12.466666221618652,10.082536697387695,23889202
2014-02-13,12.482666015625,12.482666015625,12.186665534973145,12.306666374206543,9.953134536743164,25713618
2014-02-14,12.237333297729492,12.407999992370605,12.215999603271484,12.343999862670898,9.983328819274902,14870036
2014-02-17,12.359999656677246,12.421333312988281,12.266666412353516,12.399999618530273,10.028619766235352,21188460
2014-02-18,12.370665550231934,12.370665550231934,12.175999641418457,12.263999938964844,9.918628692626953,15459483
2014-02-19,12.266666412353516,12.368000030517578,12.133333206176758,12.288000106811523,9.938039779663086,16451505
2014-02-20,12.282666206359863,12.312000274658203,11.920000076293945,11.97599983215332,9.68570613861084,31819346
